,date,news title,content summary,sentiment score,sentiment label,compound score
283,Nov-18,On the roads less travelled,"""There were thousands and thousands and thousands of people jostling for space,"" said the co-founder of Green Global Travel.
Ms Becker equates the situation to a dinner party host who plans for 12 guests and 12,000 hungry diners show up.
WASHINGTON POSTVenice Vs VeronaOVERBOOKED: VENICEAs if sinking were not enough, the Italian city of canals and masquerade balls is drowning in tourists.
More than 30 million people visit annually, swamping the local population of 50,000 and causing rifts between the two camps.
Follow the grain along La Strada del Riso Vialone Nano Veronese IGP - longhand for the Rice Route.","{'neg': 0.0, 'neu': 0.973, 'pos': 0.027, 'compound': 0.4019}",positive,0.4019
284,Nov-18,China specialists now warning of Beijing's efforts to influence American society,"Mr Pence and the working group noted the Chinese Communist Party's efforts to foster censorship in academia.
""She received an avalanche of e-mail threats and her family in China was harassed,"" the working group said.
But, Mr Lord asserted, China's activities are more concerning.
The working group urged more-aggressive enforcement of the Act, a recommendation that dovetails with a recent Justice Department initiative to combat Chinese economic espionage.
The working group made clear it did not want that to happen.","{'neg': 0.073, 'neu': 0.836, 'pos': 0.092, 'compound': 0.5672}",positive,0.5672
285,Nov-18,List of allegations against China,"A Chinese student, Ms Yang Shuping, was selected as commencement speaker by the University of Maryland in May 2017.
When Ms Yang praised the ""fresh air of free speech"" and contrasted what she had found in the United States with China - and her comments went viral on the Internet and social media in China - she received an avalanche of e-mail threats, and her family in China was harassed.
In 2008, at Duke University, when a 20-year-old female undergraduate student was caught up in a pro-Tibetan independence demonstration, she was vilified online and her parents in China were harassed.
Her parents in China had to go into hiding.
The report cites a plethora of examples of how China seeks to influence American political and academic life and society, often in the guise of community organisations.","{'neg': 0.082, 'neu': 0.829, 'pos': 0.089, 'compound': -0.0}",something went wrong!,-0.0
286,Nov-18,Report cites Beijing's bids to pull strings in US society,"A Chinese student, Ms Yang Shuping, was selected as commencement speaker by the University of Maryland in May last year.
The report cites a plethora of examples of how China seeks to influence American political and academic life and society, often in the guise of community organisations.
In recent years, the spotlight has turned to the Confucius Institutes, of which there are now 110 - plus 501 Confucius Classrooms in secondary schools - across the United States, the report states.
The primary mission of the Confucius Institute is to teach Chinese language and culture abroad.
For secondary schools and colleges in the US that have no or little other coverage of China on campus, the Confucius Institutes are an important resource, the report acknowledges.","{'neg': 0.018, 'neu': 0.945, 'pos': 0.037, 'compound': 0.34}",positive,0.34
287,Oct-18,Britain to target online giants with new digital services tax,"In 2016, Facebook started recording revenue from its UK customers supported by local sales teams, and subjecting any taxable profit on the income to UK corporation tax.
However, a number of offsets meant Facebook had a tax charge for 2016 in Britain of 5.1 million pounds compared with 4.2 million pounds for 2015.
Clifford Chance tax partner Dan Neidle said the radical nature of the proposal clearly showed that Britain was becoming frustrated with the slow pace of change in global tax laws.
France, which supports a new levy, put forward last month the idea that such a tax would have a ""sunset clause"", meaning the tax would end when a global solution is found.
Hammond said on Monday that if a global solution emerges, Britain would consider adopting this instead of its levy.","{'neg': 0.024, 'neu': 0.845, 'pos': 0.131, 'compound': 0.8979}",positive,0.8979
288,Nov-18,"Foreign climbers claim the glory, but Pakistani porters remain the unsung masters of the mountains","""When they arrive, they are full of goodwill, they make many promises,"" Mr Ali said.
INVESTMENT AND TRAININGA major source of resentment among Mr Ali and his colleagues is their belief that they are treated worse than their Nepali counterparts.
In the event of an accident, Pakistani porters are rarely entitled to helicopter rescues by their employers.
Mountaineering experts agree there is a disparity and believe the Pakistani workers should be better trained and supported by the government.
'WE HATE THE MOUNTAIN'In 2008, two Shimshal porters were among 11 people who died on the same day in the worst disaster to hit K2.","{'neg': 0.214, 'neu': 0.708, 'pos': 0.079, 'compound': -0.9592}",negative,-0.9592
289,Nov-18,Non-stop ads and robocalls: Welcome to America's costliest election,"Democrats and their allies in the 10 costliest House races spent US$142 million to Republicans' US$96 million, Reuters' analysis found.
Mr Nelson's campaign spent about US$25 million while outside groups splashed out US$45 million supporting him or opposing Mr Scott, who spent nearly US$67 million.
REPUBLICANS ON DEFENCERepublicans are seeking re-election in nine of the 10 most expensive House races.
Ms Hill has out-spent Mr Knight US$5.9 million to US$2 million, with nearly three quarters of her money going to advertising.
District voter Burke said she had leaned toward Mr Knight.","{'neg': 0.0, 'neu': 0.969, 'pos': 0.031, 'compound': 0.4404}",positive,0.4404
290,Oct-18,India looks to tighten sexual harassment laws: Government officials,"NEW DELHI (REUTERS) - India is considering tightening sexual harassment laws, government officials said on Thursday (Oct 18), after an avalanche of complaints of abuse lodged by women in recent weeks thrust the issue to the forefront of politics.
Changes to the laws are being considered as the government weighs different proposals to tackle harassment, one of the officials said.
The government focus on the law has come after women's rights groups complained that the existing laws do not go far enough to address the widespread problem of sexual harassment.
A junior government minister resigned on Wednesday (Oct 17) after he faced sexual harassment accusations from more than a dozen women.
He is the biggest casualty since the #MeToo movement in India gained traction in recent weeks.","{'neg': 0.229, 'neu': 0.754, 'pos': 0.017, 'compound': -0.984}",negative,-0.984
291,Oct-18,US midterm elections: Democrats remain favoured but Trump has pushed back,"""The House and the Senate always seemed likely to produce somewhat differing outcomes, which complicates a 'blue wave' narrative.""
And Mr Trump, for all the boisterous support he gets at his frequent rallies, is among the least popular modern presidents at this point in his time in office, polls show.
In the House, Democrats need to pick up 23 seats if they are to regain the majority, which analysts say is quite likely.
The Democrats are ""heavily concentrated in cities and urban areas... (while) the Republicans are spread more evenly"", said Prof Lublin.
REINVIGORATED REPUBLICANSWith the stakes high, Mr Trump has been holding almost daily rallies in key states.","{'neg': 0.021, 'neu': 0.924, 'pos': 0.056, 'compound': 0.6125}",positive,0.6125
292,Oct-18,Democrats still favoured but unlikely to win Senate control,"Democrats, while still favoured overall, have been unable to build a decisive edge over President Donald Trump's Republicans, meaning that Mr Trump might avoid the severe electoral slap-down the opposition party had hoped to inflict.
But it will also be the first chance for those thrilled by the nation's strong economy and full employment, as well as Mr Trump's conservative court appointments, to show support for the President.
""The Democrats seem less and less likely to win the Senate,"" said Professor David Lublin at American University in Washington.
If Republicans maintain control of the Senate, the chances that Mr Trump might be impeached drop sharply because senators have the final word.
Mr Trump could also continue pushing through his conservative judicial nominees, especially if there is another opening in the powerful Supreme Court, the final legal arbiter on the country's biggest and most socially sensitive questions.","{'neg': 0.034, 'neu': 0.73, 'pos': 0.236, 'compound': 0.9875}",positive,0.9875
293,Oct-18,"Appeals against jail for NS evader with dual citizenship: Prosecution seeks longer term, defence pushes for fine","While he was reading law at the University of Nottingham, his parents received two notices for him to register for NS.
He said it was only when he returned from Britain in 2008 that his parents told him that he was liable to serve NS and that he had already defaulted on his obligations for years.
His parents also told him that he risked losing his Malaysian citizenship if he served NS in Singapore, which could be seen as an act of treason.
They noted that Tan's parents stopped using his Singapore passport when he was five years old.
The DPP argued Tan's purported fear that he may lose his Malaysian citizenship, even if true, did not excuse him from complying with an order to serve NS in Singapore.","{'neg': 0.134, 'neu': 0.847, 'pos': 0.02, 'compound': -0.9205}",negative,-0.9205
